Id,Location,Price,Manufacturer,Model,Year,Category,Mileage,Fuel type,Engine Volume,Cylinders,Gear box type,Drive wheels,Doors,Airbags,Wheel,Color,Interior color,Interior material,Exchange,Technical inspection,Catalyst,Steering Hydraulics,On-Board Computer,Air Conditioning,Parking Control,Rear View Camera,Electric Side Mirros,Climate Control,Cruise Control,Start-Stop System,Sunroof,Heated Seats,Memory Seats,ABS,ESP,Central Locking,Alarm System,Fog Lamp,Central Screen (Navigation),AUX,Bluetooth,Multifunction Steering Wheel,Rims,Spare Tyre,Didabled Accessible,Undamaged,Clean History,Newly Imported,Low Consumption,Limited edition,Unpainted,One owner,Urgently,European,Perfect condition,For family,Pawnshop,Third row
95446010,Borjomi,12275,Ford,Fiesta,2012,Hetchback,112611,Petrol,1.6 ,4,Automatic,Front,4/5,5,Left,Black,Black,Fabric,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95446126,Tbilisi,41787,Toyota,RAV 4,2017,Jeep,31000,Petrol,2.5 ,4,Tiptronic,4x4,4/5,7,Left,Silver,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95445970,Tbilisi,6529,Nissan,Note,2006,Hetchback,231000,Petrol,1.5 ,4,Variator,Front,4/5,9,Right,Black,Blue,Fabric,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94977754,Tbilisi,35257,Mercedes-Benz,S 350,2010,Sedan,202000,Petrol,3.5 ,6,Automatic,Front,4/5,10,Left,Silver,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95445654,Batumi,1,Chevrolet,Camaro,2016,Cabriolet,0,Petrol,6.2 ,8,Tiptronic,Rear,2/3,9,Left, Yellow,Black,Leather,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95445558,Poti,16714,Mercedes-Benz,E 350,2012,Coupe,140800,Petrol,3.5 ,6,Tiptronic,Rear,2/3,7,Left,Grey,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
95445510,Zugdidi,12013,Toyota,Prius,2009,Sedan,320000,Petrol,1.8 ,4,Automatic,Front,4/5,5,Left,White,White,Fabric,No,Yes,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95445742,Kutaisi,18281,Chevrolet,Volt,2013,Hetchback,152200,Plug-in Hybrid,1.4 ,4,Variator,Front,4/5,10,Left,Sky Blue,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95445566,Kutaisi,20371,Chevrolet,Cruze,2017,Sedan,163200,Petrol,1.4 turbo,4,Tiptronic,Front,4/5,12,Left,Red,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95445826,Kutaisi,60069,Subaru,Forester,2020,Jeep,60000,Petrol,2.5 ,4,Automatic,4x4,4/5,12,Left,Grey,Grey,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95445814,Tbilisi,1305,Mercedes-Benz,GLE 350,2017,Jeep,45000,Petrol,3.0 ,6,Tiptronic,4x4,4/5,9,Left,Silver,Black,Leather,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95234566,Tbilisi,100,Mercedes-Benz,E 350,2008,Sedan,188763,Petrol,3.5 ,6,Tiptronic,Rear,4/5,8,Left,Silver,Beige,Leather,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95445526,Tbilisi,28206,Mercedes-Benz,C 180,2012,Sedan,19000,Petrol,1.8 turbo,6,Tiptronic,Rear,4/5,4,Left,Sky Blue,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
95445562,Rustavi Car Market,190651,Toyota,Land Cruiser,2020,Jeep,22000,Petrol,4.6 ,8,Tiptronic,4x4,4/5,9,Left,Black,Brown,Leather,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95445398,Tbilisi,129279,Lexus,NX 350,2022,Jeep,14000,Petrol,2.4 turbo,4,Tiptronic,4x4,4/5,12,Left,Grey,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
95445610,Tbilisi,15409,Mitsubishi,Pajero,1993,Jeep,155000,Petrol,3.0 ,6,Automatic,4x4,2/3,,Left,Blue,Grey,Fabric,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95444970,Tbilisi,33952,Mitsubishi,Outlander,2017,Jeep,166438,Petrol,2.4 ,4,Automatic,4x4,4/5,6,Left,Blue,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
85933023,Tbilisi,19065,Volkswagen,CC,2009,Sedan,265000,Petrol,2.0 turbo,4,Tiptronic,Front,4/5,8,Left,Black,Black,Leather,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
83420459,Tbilisi,15931,Volkswagen,CC,2010,Sedan,170000,Petrol,2.0 turbo,4,Tiptronic,Front,4/5,12,Left,Golden,Black,Leather,No,Yes,,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95444918,Batumi,96632,Lexus,RX 450,2018,Jeep,122333,Hybrid,3.5 ,6,Tiptronic,4x4,4/5,12,Left,White,Brown,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95444862,Akhmeta,4701,Mercedes-Benz,C 180,1994,Sedan,35000,Petrol,1.8 ,4,Manual,Rear,4/5,4,Left,Grey,Brown,Fabric,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
86471695,Tbilisi,20893,Ford,Fusion,2015,Sedan,191000,Hybrid,2.0 ,4,Automatic,Front,4/5,10,Left,Grey,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95445242,Tbilisi,88797,Mercedes-Benz,E 220,2018,Sedan,118000,Diesel,2.0 turbo,6,Tiptronic,Rear,4/5,12,Left,Black,Brown,Combined,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
95445306,Tbilisi,7051,Mazda,Atenza,2003,Hetchback,289000,Petrol,2.3 ,4,Manual,Front,4/5,9,Right,Blue,Grey,Combined,No,Yes,,Yes,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95445206,Akhaltsikhe,33560,Subaru,Forester,2016,Jeep,36500,Petrol,2.5 ,4,Automatic,4x4,4/5,10,Left,Silver,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95444942,Batumi,1,Ford,Mustang,2019,Cabriolet,0,Petrol,5.0 ,8,Tiptronic,Rear,2/3,9,Left,Carnelian red,Red,Leather,No,Yes,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95444502,Martvili,9924,Nissan,Tiida,2010,Sedan,125000,Petrol,1.5 ,4,Automatic,Front,4/5,1,Right,Silver,White,Leather,No,Yes,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95245794,Tbilisi,51711,Mazda,CX-5,2019,Jeep,38720,Petrol,2.5 ,4,Automatic,Front,4/5,6,Left,Blue,Black,Combined,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95444606,Gori,25333,Mazda,Mazda 6,2015,Sedan,111611,Petrol,2.5 ,8,Tiptronic,Front,4/5,8,Left,Grey,White,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
82672063,Rustavi,35257,Hyundai,H 1,2013,Minivan,77000,Diesel,2.5 ,4,Manual,Rear,>5,9,Left,White,Grey,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94424818,Kutaisi,26114,Volkswagen,Tiguan,2015,Jeep,95000,Petrol,2.0 ,4,Tiptronic,4x4,4/5,7,Left,White,White,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
81378467,Tbilisi,25333,BMW,528,2011,Sedan,140000,Petrol,3.0 ,4,Tiptronic,Rear,4/5,9,Left,White,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94834914,Tbilisi,43093,Hyundai,Santa FE,2018,Jeep,65000,Petrol,2.4 ,4,Tiptronic,4x4,4/5,10,Left,Silver,White,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
95444562,Tbilisi,19326,Chevrolet,Cruze,2016,Sedan,156800,Petrol,1.4 ,4,Tiptronic,Front,4/5,8,Left,Silver,Black,Combined,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
94746190,Tbilisi,16192,Kia,Optima,2011,Sedan,141181,Petrol,2.4 ,4,Tiptronic,Front,4/5,6,Left,Carnelian red,White,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
95444574,Tbilisi,39175,Mercedes-Benz,E 350,2014,Coupe,138000,Petrol,3.5 ,6,Tiptronic,Rear,2/3,12,Left,White,Brown,Combined,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95444766,Tbilisi,20893,Subaru,Outback,2012,Jeep,122000,Petrol,3.6 ,6,Automatic,4x4,4/5,10,Left,Blue,Yellow,Leather,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94868198,Tbilisi,28206,Hyundai,Ioniq,2017,Hetchback,100800,Hybrid,1.6 ,4,Tiptronic,Front,4/5,6,Left,Black,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95082370,Tbilisi,25072,Toyota,Camry,2014,Sedan,123000,Petrol,2.5 ,4,Tiptronic,Front,4/5,9,Left,Black,Beige,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95444142,Rustavi Car Market,62680,Mercedes-Benz,E 300,2017,Sedan,432000,Petrol,2.0 ,4,Automatic,Front,4/5,4,Left,Black,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95235274,Kutaisi,16976,Honda,FIT,2014,Sedan,127000,Hybrid,1.5 ,4,Variator,4x4,4/5,4,Right,Black,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95444322,Tbilisi,16976,Toyota,Camry,2008,Sedan,203200,Hybrid,2.4 ,4,Variator,Front,4/5,9,Left,Silver,Yellow,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95444278,Zestaphoni,8618,Mercedes-Benz,E 220,1999,Sedan,0,Diesel,2.2 turbo,6,Tiptronic,Rear,4/5,9,Left,Silver,Grey,Leather,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95444218,Tbilisi,16976,Hyundai,Elantra,2011,Sedan,130000,Petrol,1.8 ,4,Tiptronic,Front,4/5,6,Left,Golden,Beige,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
92306990,Tbilisi,20110,Chevrolet,Cruze,2016,Sedan,98900,Petrol,1.4 turbo,4,Automatic,Front,4/5,10,Left,Grey,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95443974,Tbilisi,5484,Mercedes-Benz,A 160,1999,Hetchback,156700,Petrol,1.6 ,4,Manual,Front,4/5,6,Left,Grey,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95338618,Tbilisi,16976,Kia,Optima,2015,Sedan,100000,Petrol,2.4 ,4,Tiptronic,Front,4/5,9,Left,Black,White,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95444234,Tbilisi,22983,Toyota,Camry,2014,Sedan,112000,Hybrid,2.5 ,4,Variator,Front,4/5,4,Left,White,Black,Combined,No,Yes,,Yes,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
89846950,Borjomi,27422,Toyota,Corolla,2016,Sedan,87653,Petrol,1.8 ,4,Automatic,Front,4/5,8,Left,Red,White,Combined,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95443970,Rustavi,66598,Lexus,RX 350,2017,Jeep,100800,Petrol,3.5 ,6,Tiptronic,Front,4/5,12,Left,Black,Yellow,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
94553626,Tbilisi,38653,Mazda,CX-3,2018,Jeep,84000,Petrol,2.0 ,4,Tiptronic,Front,4/5,8,Left,Carnelian red,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
95443890,Tbilisi,33952,Ford,Fusion,2019,Sedan,114881,Hybrid,2.0 ,4,Variator,Front,4/5,9,Left,White,Yellow,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95443818,Samtredia,9663,Ford,Transit Connect,2007,Goods wagon,11111,Diesel,1.8 turbo,4,Manual,Front,2/3,2,Left,Red,Grey,Fabric,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95443830,Tbilisi,16976,Chevrolet,Cruze,2014,Sedan,195000,Petrol,1.4 turbo,4,Tiptronic,Front,4/5,6,Left,Grey,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95443846,Tbilisi,19065,Hyundai,Elantra,2014,Sedan,112800,Petrol,1.8 ,4,Automatic,Front,4/5,12,Left,Grey,Grey,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
95443930,Kaspi,9140,Volkswagen,Touran,2008,Minivan,0,Petrol,1.8 ,4,Manual,Front,4/5,4,Left,Green,Beige,Fabric,No,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95443770,Kutaisi,11230,Ford,Transit,1999,Goods wagon,20000,Diesel,2.5 ,4,Manual,Rear,2/3,9,Left,Blue,Grey,Fabric,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95443934,Batumi,10446,Ford,Transit Connect,2005,Universal,295000,Diesel,1.8 turbo,4,Manual,Front,2/3,,Left,White,Black,Combined,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
93286742,Tbilisi,78089,Mercedes-Benz,GLA 250,2022,Jeep,12000,Petrol,2.0 ,4,Tiptronic,Front,4/5,12,Left,Grey,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
95443838,Rustavi,8618,Nissan,Note,2005,Hetchback,174000,Petrol,1.5 ,4,Automatic,Front,4/5,4,Right,Grey,Grey,Fabric,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
81152067,Tbilisi,65031,Lexus,NX 300,2021,Jeep,17300,Petrol,2.0 ,4,Automatic,4x4,4/5,9,Left,Black,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94178634,Tbilisi,62680,BMW,640,2015,Sedan,134000,Petrol,3.0 ,6,Tiptronic,Rear,4/5,9,Left,White,Carnelian red,Leather,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95355606,Gori,99244,Toyota,Highlander,2022,Jeep,8533,Petrol,3.5 ,6,Tiptronic,4x4,4/5,9,Left,Black,Black,Leather,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
93286518,Tbilisi,54584,Mercedes-Benz,GLA 250,2018,Jeep,25000,Petrol,2.0 ,4,Tiptronic,Front,4/5,8,Left,White,White,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
89466622,Rustavi Car Market,94021,Lexus,RX 350,2020,Jeep,48000,Petrol,3.5 ,6,Tiptronic,4x4,4/5,9,Left,Black,White,Combined,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95443446,Rustavi,26117,Hyundai,Elantra,2018,Sedan,46000,Petrol,2.0 ,4,Tiptronic,Front,4/5,9,Left,Silver,Grey,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95443602,Rustavi Car Market,43615,Mercedes-Benz,Sprinter,2013,Goods wagon,195000,Diesel,2.2 ,4,Manual,Rear,2/3,9,Left,White,Black,Fabric,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94563886,Tbilisi,47010,Subaru,Forester,2019,Jeep,19800,Petrol,2.5 ,4,Tiptronic,4x4,4/5,12,Left,Blue,Brown,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95443546,Tbilisi,13842,Mitsubishi,Outlander,2006,Jeep,272000,CNG,3.0 ,6,Tiptronic,4x4,4/5,2,Left,Silver,Black,Fabric,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
