Id,Location,Price,Manufacturer,Model,Year,Category,Mileage,Fuel type,Engine Volume,Cylinders,Gear box type,Drive wheels,Doors,Airbags,Wheel,Color,Interior color,Interior material,Exchange,Technical inspection,Catalyst,Steering Hydraulics,On-Board Computer,Air Conditioning,Parking Control,Rear View Camera,Electric Side Mirros,Climate Control,Cruise Control,Start-Stop System,Sunroof,Heated Seats,Memory Seats,ABS,ESP,Central Locking,Alarm System,Fog Lamp,Central Screen (Navigation),AUX,Bluetooth,Multifunction Steering Wheel,Rims,Spare Tyre,Didabled Accessible,Undamaged,Clean History,Newly Imported,Low Consumption,Limited edition,Unpainted,One owner,Urgently,European,Perfect condition,For family,Pawnshop,Third row
90177970,Gori,31862,Hyundai,kona,2019,Hetchback,46000,Petrol,2.0 ,4,Tiptronic,Front,4/5,6,Left,Grey,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
93003030,Tbilisi,27945,BMW,X5,2012,Jeep,159000,Diesel,3.0 ,6,Tiptronic,4x4,4/5,9,Left,Silver,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95006134,Gori,35257,Kia,Forte,2020,Sedan,35200,Petrol,1.6 ,4,Automatic,Front,4/5,9,Left,White,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94374414,Tbilisi,9140,Ford,Transit,2002,Goods wagon,0,Diesel,2.0 ,4,Manual,Front,2/3,2,Left,White,Grey,Fabric,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95517210,Tbilisi,32646,Mercedes-Benz,C 300,2015,Sedan,136320,Petrol,2.0 turbo,4,Tiptronic,Rear,4/5,10,Left,Black,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
81686223,Rustavi Car Market,101334,Toyota,Highlander,2022,Jeep,9454,Petrol,3.5 ,6,Automatic,4x4,4/5,12,Left,Black,Red,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94785946,Gori,25855,Hyundai,Tucson,2014,Jeep,17440,Petrol,2.4 ,4,Tiptronic,4x4,4/5,9,Left,Black,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
91667742,Zugdidi,41264,Mercedes-Benz,ML 350,2014,Jeep,72358,Petrol,3.5 ,6,Tiptronic,Rear,4/5,12,Left,Grey,Black,Leather,No,Yes,,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95517238,Tbilisi,30034,Ford,Fusion,2017,Sedan,165000,Hybrid,2.0 ,4,Variator,Front,4/5,9,Left,White,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94699634,Tbilisi,9140,Toyota,Vitz,2010,Hetchback,159000,Petrol,1.0 ,3,Variator,Front,4/5,4,Right,Violet,Brown,Fabric,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94985282,Rustavi Car Market,48316,Kia,Sportage,2021,Jeep,18300,Petrol,2.4 ,4,Tiptronic,4x4,4/5,10,Left,Black,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95517202,Tbilisi,11491,Toyota,Aqua,2015,Sedan,131000,Petrol,1.5 ,4,Automatic,Front,4/5,7,Right,Blue,Black,Combined,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
92745998,Gori,101595,Toyota,Highlander,2022,Jeep,6500,Petrol,3.5 ,6,Automatic,4x4,4/5,12,Left,Black,Black,Alcantara,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94822922,Tbilisi,35257,Nissan,Versa,2020,Sedan,35200,Petrol,1.6 ,4,Automatic,Front,4/5,9,Left,White,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95301574,Gori,30034,BMW,X5,2011,Jeep,165000,Petrol,3.0 ,6,Tiptronic,4x4,4/5,9,Left,Black,Black,Leather,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95238170,Rustavi Car Market,35257,Nissan,Altima,2020,Sedan,35200,Petrol,1.6 ,4,Automatic,Front,4/5,9,Left,White,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94712314,Gori,32646,Hyundai,Sonata,2017,Sedan,65000,Petrol,2.4 ,4,Automatic,Front,4/5,12,Left,Blue,Beige,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
93004370,Batumi,53539,Toyota,Camry,2020,Sedan,96000,Petrol,2.5 ,4,Tiptronic,Front,4/5,12,Left,Silver,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
94197190,Tbilisi,159314,Volkswagen,Multivan,2022,Minivan,17000,Petrol,1.5 turbo,4,Automatic,Front,4/5,12,Left,Grey,Beige,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95516858,Zestaphoni,31340,Subaru,Forester,2017,Jeep,50440,Petrol,2.5 ,4,Automatic,4x4,4/5,8,Left,Blue,Grey,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95516746,Tbilisi,18281,Ford,Escape,2008,Jeep,196800,Hybrid,2.3 ,4,Automatic,4x4,>5,12,Left,Grey,Beige,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95516634,Borjomi,7835,Mitsubishi,Pajero IO,1999,Jeep,20000,Petrol,1.8 ,4,Manual,4x4,4/5,4,Left,Blue,Black,Fabric,No,Yes,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95517106,Tbilisi,7312,Nissan,Tiida,2004,Hetchback,167000,Petrol,1.4 ,4,Automatic,Front,4/5,4,Right,Grey,Grey,Combined,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94934102,Tbilisi,43615,Toyota,Camry,2019,Sedan,111000,Hybrid,2.5 ,4,Tiptronic,Front,4/5,8,Left,Grey,Black,Combined,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
93668294,Tbilisi,49361,Kia,Seltos,2019,Jeep,86000,Diesel,1.7 turbo,4,Tiptronic,Front,4/5,12,Left,Black,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
94218418,Tbilisi,164537,Lexus,RX 300,2022,Jeep,0,Petrol,2.0 turbo,4,Automatic,4x4,4/5,12,Left,Blue,White,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95517014,kvareli,16976,Ford,Transit,2008,Goods wagon,170000,Diesel,2.2 ,4,Manual,Front,4/5,9,Left,Blue,Grey,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95009734,Tbilisi,156699,Lexus,RX 300,2022,Jeep,0,Petrol,2.0 turbo,4,Automatic,4x4,4/5,12,Left,Black,White,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95516638,Tbilisi,7051,Honda,FIT,2002,Hetchback,207000,Petrol,1.3 ,4,Variator,Front,4/5,3,Right,Silver,Grey,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95260846,Rustavi Car Market,32646,Hyundai,Sonata,2018,Sedan,103000,Petrol,2.0 turbo,4,Automatic,Front,4/5,12,Left,Black,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
95329742,Tbilisi,40481,Mercedes-Benz,CLS 550,2012,Sedan,136500,Petrol,4.7 turbo,12,Automatic,Rear,4/5,12,Left,White,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
95516978,Tbilisi,13058,Subaru,Forester,2008,Jeep,109000,Petrol,2.3 ,4,Automatic,4x4,4/5,6,Left,Black,Grey,Alcantara,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95516586,Batumi,20,Mercedes-Benz,A 210,1998,Sedan,174784,CNG,2.4 ,6,Automatic,Rear,4/5,4,Left,Silver,Blue,Fabric,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95516606,Caucasus Auto Market,45704,Mercedes-Benz,C 300,2016,Sedan,68000,Petrol,2.0 ,6,Automatic,Rear,4/5,9,Left,Silver,Black,Leather,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
88105682,Tbilisi,33952,Lexus,GX 470,2005,Jeep,197000,Petrol,4.7 ,8,Tiptronic,4x4,4/5,8,Left,Grey,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
93460462,Tbilisi,156699,Lexus,RX 300,2022,Jeep,0,Petrol,2.0 turbo,4,Automatic,4x4,4/5,12,Left,Golden,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95516574,Tbilisi,27422,Subaru,Forester,2017,Jeep,128000,Petrol,2.5 ,4,Automatic,4x4,4/5,9,Left,Black,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
83525279,Tbilisi,125362,BMW,X6,2015,Jeep,100000,Petrol,4.4 turbo,8,Tiptronic,4x4,4/5,10,Left,Black,Carnelian red,Leather,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95478854,Marneuli,41787,Mercedes-Benz,E 350,2014,Sedan,163200,Petrol,3.5 ,6,Automatic,Rear,4/5,10,Left,Black,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
94250710,Tbilisi,52234,Mercedes-Benz,E 400,2015,Coupe,144000,Petrol,3.0 turbo,6,Tiptronic,Rear,2/3,12,Left,Black,Black,Leather,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95148638,Rustavi,47010,Lexus,RX 350,2014,Jeep,76000,Petrol,3.5 ,6,Automatic,4x4,4/5,12,Left,Silver,Red,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
95516518,Tbilisi,19587,Volkswagen,Tiguan,2012,Jeep,115000,Petrol,2.0 turbo,4,Tiptronic,Front,4/5,10,Left,Silver,Black,Leather,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94781158,Rustavi Car Market,13580,Mercedes-Benz,B 200,2006,Hetchback,148000,Petrol,2.0 ,4,Tiptronic,Front,4/5,6,Left,Blue,White,Combined,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95516534,Kutaisi,16976,Toyota,Prius,2010,Hetchback,180000,Hybrid,1.8 ,4,Variator,Front,4/5,6,Left,White,Grey,Fabric,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
93375962,Tbilisi,41787,Nissan,Patrol,2008,Jeep,215000,Diesel,4.2 ,6,Manual,4x4,4/5,9,Left,Blue,Grey,Leather,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94705694,Tbilisi,28728,Toyota,Camry,2014,Sedan,147000,Petrol,2.5 ,4,Tiptronic,Front,4/5,12,Left,Grey,Black,Combined,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95516506,Zestaphoni,6529,BMW,318,2000,Sedan,123456,CNG,1.9 ,4,Manual,Rear,4/5,5,Left,Black,Black,Fabric,No,Yes,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
83524979,Tbilisi,125362,BMW,X6 M,2015,Jeep,100000,Petrol,4.4 turbo,8,Tiptronic,4x4,4/5,10,Left,Black,Carnelian red,Leather,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95178806,Tbilisi,37869,Toyota,RAV 4,2016,Jeep,92000,Petrol,2.5 ,4,Automatic,4x4,4/5,12,Left,Black,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
94191858,Tbilisi,24288,Honda,FIT,2015,Hetchback,115200,Petrol,1.5 ,4,Variator,Front,4/5,6,Left,Black,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95516498,Tbilisi,14364,Ford,Focus,2013,Sedan,153600,Petrol,2.0 ,4,Tiptronic,Front,4/5,10,Left,Grey,Black,Leather,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
93064262,Kutaisi,31340,Mercedes-Benz,E 220,2011,Sedan,213000,Diesel,2.2 turbo,4,Tiptronic,Rear,4/5,12,Left,Grey,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94441694,Tbilisi,9271,Honda,FIT,2006,Universal,220000,Petrol,1.3 ,4,Variator,Front,4/5,2,Right,White,Brown,Fabric,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94830894,Tbilisi,7835,Toyota,Vitz,2000,Sedan,0,Petrol,1.0 ,4,Automatic,Front,4/5,8,Right,Blue,Brown,Fabric,No,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95253182,Poti,4309,Volkswagen,Passat,1998,Sedan,238000,Petrol,1.8 ,4,Manual,Front,4/5,4,Left,White,Black,Fabric,No,Yes,,Yes,Yes,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95050930,Gori,54845,Lexus,NX 300,2018,Jeep,30590,Petrol,2.0 turbo,4,Tiptronic,4x4,4/5,12,Left,Grey,Red,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95516462,Tbilisi,216771,BMW,X7,2020,Jeep,48000,Petrol,3.0 ,6,Automatic,4x4,4/5,9,Left,Black,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94619098,Rustavi,18281,Volkswagen,Passat,2013,Sedan,207200,Petrol,1.8 turbo,4,Tiptronic,Front,4/5,6,Left,White,Black,Alcantara,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95516378,Tbilisi,22199,Hyundai,Tucson,2012,Jeep,138648,Petrol,2.7 ,4,Tiptronic,4x4,4/5,6,Left,Grey,Black,Combined,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95516426,Tbilisi,8357,Mercedes-Benz,E 220,1998,Sedan,248000,Diesel,2.2 ,4,Manual,Rear,4/5,9,Left,Blue,Grey,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94932482,Rustavi,23244,Hyundai,Sonata,2015,Sedan,116000,Petrol,2.4 ,4,Tiptronic,Front,4/5,,Left,Black,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95516318,Tbilisi,21677,Chevrolet,Cruze,2016,Sedan,129920,Petrol,1.4 turbo,4,Tiptronic,Front,4/5,12,Left,Brown,Beige,Leather,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95237274,Tbilisi,69732,Toyota,RAV 4,2020,Jeep,19000,Petrol,2.5 ,4,Tiptronic,4x4,4/5,12,Left,Black,Black,Leather,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
91191902,Rustavi Car Market,49622,Lexus,NX 200,2015,Jeep,110000,Petrol,2.0 ,4,Tiptronic,Front,4/5,9,Left,Brown,Beige,Leather,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
93820638,Tbilisi,71821,Toyota,Highlander,2019,Jeep,31000,Hybrid,3.5 ,6,Tiptronic,4x4,4/5,12,Left,Grey,Beige,Leather,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
94621166,Tbilisi,100550,Mercedes-Benz,GLE 400,2017,Jeep,63000,Petrol,2.0 turbo,4,Tiptronic,4x4,4/5,12,Left,Blue,Black,Combined,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No
92309226,Tbilisi,47532,Hyundai,Elantra,2021,Sedan,21000,Petrol,2.0 ,4,Tiptronic,Front,4/5,12,Left,Black,Black,Fabric,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
95124538,Tbilisi,25855,Hyundai,Elantra,2016,Sedan,150000,Petrol,2.0 ,4,Tiptronic,Front,4/5,6,Left,Black,Brown,Leather,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No
